filename,block_collection,block_index,block_type,level,score,line_count,span_count,x0,y0,x1,y1,text
GGT_1247.pdf,para_blocks,17,text,,0.9803,6,6,64.0,697.0,533.0,740.0,"A distribuição de misturas de hidrogênio e metano por gasoduto tem uma longa história, que remonta às origens do sistema de gás natural de hoje, quando o gás manufaturado (gás de síntese) produzido a partir do carvão foi canalizado pela primeira vez durante a era Gaslight para postes de luz, edifícios comerciais, e famílias no início e meados de 1800 (TOMORY, 2009). Os produtos de gás manufaturados da época, também conhecidos como gás de cidade ou gás de água, normalmente continham 30% a 50% de hidrogênio, que podiam ser produzidos a partir de piche, óleo de baleia, carvão ou produtos petrolíferos (MELAINA, ANTONIA, et al., 2013)."
GGT_1247.pdf,preproc_blocks,17,text,,0.9803,4,4,64.0,697.0,533.0,740.0,"A distribuição de misturas de hidrogênio e metano por gasoduto tem uma longa história, que remonta às origens do sistema de gás natural de hoje, quando o gás manufaturado (gás de síntese) produzido a partir do carvão foi canalizado pela primeira vez durante a era Gaslight para postes de luz, edifícios comerciais, e famílias no início e meados de 1800 (TOMORY, 2009). Os produtos de gás manufaturados da época, também conhecidos como gás de"
GGT_1247.pdf,discarded_blocks,18,footer,,0.9326,1,1,239.0,789.0,360.0,801.0,joaohpazevedo@gmail.com
GTL_0081.pdf,discarded_blocks,1,header,,0.8037,4,4,66.0,34.0,250.0,76.0,XXVII Seminário Nacional de Produção e Transmissão de Energia Elétrica XXVIISNPTEE
GTL_0081.pdf,discarded_blocks,2,header,,0.733,2,2,495.0,39.0,525.0,68.0,0081 GTL/4
GTL_0081.pdf,para_blocks,3,title,1.0,0.9605,2,2,87.0,135.0,502.0,159.0,GRUPO DE ESTUDO DE SISTEMAS DE INFORMAÇÃO E TELECOMUNICAÇÃO PARA SISTEMAS ELÉTRICOS - GTL
GTL_0081.pdf,preproc_blocks,3,title,1.0,0.9605,2,2,87.0,135.0,502.0,159.0,GRUPO DE ESTUDO DE SISTEMAS DE INFORMAÇÃO E TELECOMUNICAÇÃO PARA SISTEMAS ELÉTRICOS - GTL
GTL_0081.pdf,para_blocks,4,title,1.0,0.5727,1,1,218.0,177.0,371.0,190.0,CENTRO VIRTUAL DE OPERAÇÃO
GTL_0081.pdf,preproc_blocks,4,title,1.0,0.5727,1,1,218.0,177.0,371.0,190.0,CENTRO VIRTUAL DE OPERAÇÃO
GTL_0081.pdf,para_blocks,5,title,1.0,0.9671,3,3,97.0,209.0,490.0,242.0,CLAUDIO VINICIUS DUARTE CABRAL(1);WILLAMS VIDAL SAMPAIO(2);SIDNEY FERREIRA PINTO(3);CLEITON SILVA CASTRO(4);ANDRE LUIS DE FREITAS FARIAS(5) CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A(1)
GTL_0081.pdf,preproc_blocks,5,title,1.0,0.9671,3,3,97.0,209.0,490.0,242.0,CLAUDIO VINICIUS DUARTE CABRAL(1);WILLAMS VIDAL SAMPAIO(2);SIDNEY FERREIRA PINTO(3);CLEITON SILVA CASTRO(4);ANDRE LUIS DE FREITAS FARIAS(5) CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A(1)
GTL_0081.pdf,para_blocks,6,title,2.0,0.9324,1,1,65.0,261.0,109.0,272.0,RESUMO
GTL_0081.pdf,preproc_blocks,6,title,2.0,0.9324,1,1,65.0,261.0,109.0,272.0,RESUMO
GTL_0081.pdf,para_blocks,7,text,,0.982,5,5,64.0,282.0,533.0,336.0,"O Centro Virtual de Operação foi desenvolvido com tecnologias de realidade virtual e computação em nuvem (cloud computing), integradas com sistemas especialistas SCADA (SAGE). O Centro de Operação Virtual é uma réplica digital (digital twin) da sala e controle do Centro de Operação Integrada de Geração e Transmissão - COI GT. Este ambiente, acessado com o uso de óculos de realidade virtual – VR, apresenta um layout digital dos elementos reais presentes em uma sala controle de operação em tempo real."
GTL_0081.pdf,preproc_blocks,7,text,,0.982,5,5,64.0,282.0,533.0,336.0,"O Centro Virtual de Operação foi desenvolvido com tecnologias de realidade virtual e computação em nuvem (cloud computing), integradas com sistemas especialistas SCADA (SAGE). O Centro de Operação Virtual é uma réplica digital (digital twin) da sala e controle do Centro de Operação Integrada de Geração e Transmissão - COI GT. Este ambiente, acessado com o uso de óculos de realidade virtual – VR, apresenta um layout digital dos elementos reais presentes em uma sala controle de operação em tempo real."
GTL_0081.pdf,para_blocks,8,title,2.0,0.8235,1,1,65.0,343.0,151.0,354.0,PALAVRAS-CHAVE
GTL_0081.pdf,preproc_blocks,8,title,2.0,0.8235,1,1,65.0,343.0,151.0,354.0,PALAVRAS-CHAVE
GTL_0081.pdf,para_blocks,9,text,,0.9309,1,1,65.0,354.0,519.0,367.0,"digital Twin, SAGE, Realiadde Virtual, Meta Verso, cloud computing, Centro de Operação, Eletrobras Eletronorte"
GTL_0081.pdf,preproc_blocks,9,text,,0.9309,1,1,65.0,354.0,519.0,367.0,"digital Twin, SAGE, Realiadde Virtual, Meta Verso, cloud computing, Centro de Operação, Eletrobras Eletronorte"
GTL_0081.pdf,para_blocks,10,title,2.0,0.9378,1,1,66.0,374.0,145.0,387.0,1.0 INTRODUÇÃO
GTL_0081.pdf,preproc_blocks,10,title,2.0,0.9378,1,1,66.0,374.0,145.0,387.0,1.0 INTRODUÇÃO
GTL_0081.pdf,para_blocks,11,text,,0.9799,4,4,64.0,396.0,533.0,440.0,"A Indústria 4.0 é a quarta revolução industrial que está sendo caracterizada pelo uso da tecnologia da informação para automatizar processos industriais, a partir dos avanços em áreas como inteligência artificial, internet das coisas, robótica e análise de dados. Com o objetivo de aumentar a eficiência, reduzir os custos e melhorar a qualidade dos produtos, a Indústria 4.0 está mudando a maneira como a produção é realizada e os produtos são desenvolvidos."
GTL_0081.pdf,preproc_blocks,11,text,,0.9799,4,4,64.0,396.0,533.0,440.0,"A Indústria 4.0 é a quarta revolução industrial que está sendo caracterizada pelo uso da tecnologia da informação para automatizar processos industriais, a partir dos avanços em áreas como inteligência artificial, internet das coisas, robótica e análise de dados. Com o objetivo de aumentar a eficiência, reduzir os custos e melhorar a qualidade dos produtos, a Indústria 4.0 está mudando a maneira como a produção é realizada e os produtos são desenvolvidos."
GTL_0081.pdf,para_blocks,12,text,,0.985,6,6,64.0,447.0,533.0,512.0,"O metaverso é a visão de um universo virtual coletivo, que pode ser acessado através da tecnologia da realidade virtual. Ele é criado a partir de uma combinação de realidade virtual e inteligência artificial, com o objetivo de criar uma experiência imersiva para o usuário. Esta tecnologia permite que os usuários explorem, criem e colaborem em um ambiente virtual, onde eles podem interagir com outras pessoas e objetos virtuais de maneira realista. Além disso, o metaverso pode ser usado para aplicações comerciais, como a venda de produtos virtuais, a realização de eventos virtuais e a criação de novas formas de entretenimento."
GTL_0081.pdf,preproc_blocks,12,text,,0.985,6,6,64.0,447.0,533.0,512.0,"O metaverso é a visão de um universo virtual coletivo, que pode ser acessado através da tecnologia da realidade virtual. Ele é criado a partir de uma combinação de realidade virtual e inteligência artificial, com o objetivo de criar uma experiência imersiva para o usuário. Esta tecnologia permite que os usuários explorem, criem e colaborem em um ambiente virtual, onde eles podem interagir com outras pessoas e objetos virtuais de maneira realista. Além disso, o metaverso pode ser usado para aplicações comerciais, como a venda de produtos virtuais, a realização de eventos virtuais e a criação de novas formas de entretenimento."
GTL_0081.pdf,para_blocks,13,text,,0.9799,4,4,64.0,520.0,533.0,564.0,"A Indústria 4.0 e o metaverso estão se complementando em muitos aspectos. A Indústria 4.0 está fornecendo a tecnologia necessária para criar o metaverso, e o metaverso está fornecendo novas formas de usar essa tecnologia para melhorar a produção e a venda de produtos. Além disso, a Indústria 4.0 está usando o metaverso para criar novas formas de treinar e capacitar funcionários, além de fornecer novas formas de entretenimento e socialização."
GTL_0081.pdf,preproc_blocks,13,text,,0.9799,4,4,64.0,520.0,533.0,564.0,"A Indústria 4.0 e o metaverso estão se complementando em muitos aspectos. A Indústria 4.0 está fornecendo a tecnologia necessária para criar o metaverso, e o metaverso está fornecendo novas formas de usar essa tecnologia para melhorar a produção e a venda de produtos. Além disso, a Indústria 4.0 está usando o metaverso para criar novas formas de treinar e capacitar funcionários, além de fornecer novas formas de entretenimento e socialização."
GTL_0081.pdf,para_blocks,14,title,2.0,0.9443,1,1,65.0,581.0,189.0,594.0,2.0 MATERIAIS E MÉTODOS
GTL_0081.pdf,preproc_blocks,14,title,2.0,0.9443,1,1,65.0,581.0,189.0,594.0,2.0 MATERIAIS E MÉTODOS
GTL_0081.pdf,para_blocks,15,text,,0.9818,4,4,64.0,613.0,533.0,657.0,"No ano de 2022, a Eletrobras Eletronorte desenvolveu um projeto estratégico com tema principal a inovação do macroprocesso “Operar”, consolidando o uso de metodologias ágeis na gestão dos PECs, busca de novas tecnológicas de indústria 4.0 e a aplicação destas tecnologias disruptivas. As inovações desenvolvidas no decorrer do projeto estão pavimentando a jornada da transformação digital no processo “Operar”."
GTL_0081.pdf,preproc_blocks,15,text,,0.9818,4,4,64.0,613.0,533.0,657.0,"No ano de 2022, a Eletrobras Eletronorte desenvolveu um projeto estratégico com tema principal a inovação do macroprocesso “Operar”, consolidando o uso de metodologias ágeis na gestão dos PECs, busca de novas tecnológicas de indústria 4.0 e a aplicação destas tecnologias disruptivas. As inovações desenvolvidas no decorrer do projeto estão pavimentando a jornada da transformação digital no processo “Operar”."
GTL_0081.pdf,para_blocks,16,text,,0.9861,7,7,64.0,664.0,533.0,740.0,"Uma das inovações desenvolvidas foi o Minimum Viable Product - MVP do Centro Virtual de Operação, desenvolvido com tecnologias de realidade virtual e computação em nuvem (cloud computing), integradas com sistemas especialistas. O Centro de Operação Virtual é uma réplica digital (digital twin) da sala e controle do Centro de Operação Integrada de Geração e Transmissão - COI G&T. Os técnicos de operação acessaram o ambiente virtual com o uso de óculos de realidade virtual – VR. Estes óculos proporcionam uma experiência sintética e imersiva, sem nenhum senso do mundo real externo. A seguir são apresentadas imagens do Centro de Operação Virtual e as fotografias do Centro Real de Operação do COI G&T:"
GTL_0081.pdf,preproc_blocks,16,text,,0.9861,7,7,64.0,664.0,533.0,740.0,"Uma das inovações desenvolvidas foi o Minimum Viable Product - MVP do Centro Virtual de Operação, desenvolvido com tecnologias de realidade virtual e computação em nuvem (cloud computing), integradas com sistemas especialistas. O Centro de Operação Virtual é uma réplica digital (digital twin) da sala e controle do Centro de Operação Integrada de Geração e Transmissão - COI G&T. Os técnicos de operação acessaram o ambiente virtual com o uso de óculos de realidade virtual – VR. Estes óculos proporcionam uma experiência sintética e imersiva, sem nenhum senso do mundo real externo. A seguir são apresentadas imagens do Centro de Operação Virtual e as fotografias do Centro Real de Operação do COI G&T:"
GTL_0081.pdf,discarded_blocks,17,footer,,0.9357,1,1,223.0,789.0,375.0,800.0,claudio.cabral@eletronorte.com.br
GTL_0081.pdf,discarded_blocks,18,footer,,0.9065,1,1,233.0,812.0,360.0,826.0,CLASSIFICAÇÃO: PÚBLICA
GTM10.pdf,discarded_blocks,1,header,,0.9563,1,1,89.0,96.0,201.0,192.0,XXIVSNPTEE
GTM10.pdf,discarded_blocks,2,header,,0.8977,3,3,224.0,108.0,410.0,148.0,XXIV SNPTEE SEMINÁRIO NACIONAL DE RODUÇÃO TRANSMISSÃO DE ENERGIA ELÉTRICA
GTM10.pdf,discarded_blocks,3,header,,0.8814,1,1,487.0,109.0,537.0,120.0,CB/GTM/10
GTM10.pdf,discarded_blocks,4,header,,0.4931,1,1,225.0,168.0,344.0,180.0,22 a 25 de outubro de 2017
GTM10.pdf,para_blocks,5,text,,0.5957,1,1,225.0,184.0,283.0,196.0,Curitiba - PR
GTM10.pdf,preproc_blocks,5,text,,0.5957,1,1,225.0,184.0,283.0,196.0,Curitiba - PR
GTM10.pdf,para_blocks,6,text,,0.7177,1,1,69.0,235.0,127.0,246.0,GRUPO - XIII
GTM10.pdf,preproc_blocks,6,text,,0.7177,1,1,69.0,235.0,127.0,246.0,GRUPO - XIII
GTM10.pdf,para_blocks,7,title,1.0,0.7989,2,2,72.0,250.0,534.0,274.0,"GRUPO DE ESTUDO DE TRANSFORMADORES, REATORES, MATERIAIS E TECNOLOGIAS EMERGENTES - GTM"
GTM10.pdf,preproc_blocks,7,title,1.0,0.7989,2,2,72.0,250.0,534.0,274.0,"GRUPO DE ESTUDO DE TRANSFORMADORES, REATORES, MATERIAIS E TECNOLOGIAS EMERGENTES - GTM"
GTM10.pdf,para_blocks,8,title,1.0,0.7294,2,2,89.0,277.0,517.0,301.0,CONDIÇÕES DE SOBRECARGA E IMPLICAÇÕES DA NBR 5356-7 DURANTE O DESIGN REVIEW DE TRANSFORMADORES
GTM10.pdf,preproc_blocks,8,title,1.0,0.7294,2,2,89.0,277.0,517.0,301.0,CONDIÇÕES DE SOBRECARGA E IMPLICAÇÕES DA NBR 5356-7 DURANTE O DESIGN REVIEW DE TRANSFORMADORES
GTM10.pdf,para_blocks,9,text,,0.46,1,1,73.0,313.0,288.0,325.0,Luiz Fernando de Oliveira (*) Álvaro Portillo
GTM10.pdf,preproc_blocks,9,text,,0.46,1,1,73.0,313.0,288.0,325.0,Luiz Fernando de Oliveira (*) Álvaro Portillo
GTM10.pdf,para_blocks,10,text,,0.8315,1,1,334.0,313.0,405.0,325.0,Gilson Semiano
GTM10.pdf,preproc_blocks,10,text,,0.8315,1,1,334.0,313.0,405.0,325.0,Gilson Semiano
GTM10.pdf,para_blocks,11,text,,0.8445,1,1,461.0,313.0,531.0,325.0,Odirlan Iaronka
GTM10.pdf,preproc_blocks,11,text,,0.8445,1,1,461.0,313.0,531.0,325.0,Odirlan Iaronka
GTM10.pdf,para_blocks,12,title,1.0,0.6618,1,1,236.0,334.0,369.0,346.0,WEG – WTD Transformadores
GTM10.pdf,preproc_blocks,12,title,1.0,0.6618,1,1,236.0,334.0,369.0,346.0,WEG – WTD Transformadores
GTM10.pdf,para_blocks,13,title,2.0,0.9214,1,1,65.0,376.0,106.0,388.0,RESUMO
GTM10.pdf,preproc_blocks,13,title,2.0,0.9214,1,1,65.0,376.0,106.0,388.0,RESUMO
GTM10.pdf,para_blocks,14,text,,0.97,6,6,64.0,393.0,538.0,459.0,"Na iminência da publicação da NBR 5356-7, baseada na IEC 60076-7, é fundamental o domínio da metodologia de cálculo térmico utilizado pela norma, na qual pequenas variações na aplicação podem levar a resultados bastante diferentes. A norma introduzirá ainda o “Anexo H” com caráter normativo estabelecendo o ensaio de elevação de temperatura em sobrecarga com o objetivo de assegurar a verificação das características dos transformadores frente a sobrecargas de curta duração, onde as medições das temperaturas são realizadas sem a estabilização em regime permanente. Este trabalho visa propiciar um entendimento melhor destas implicações, para comprador e fabricante."
GTM10.pdf,preproc_blocks,14,text,,0.97,6,6,64.0,393.0,538.0,459.0,"Na iminência da publicação da NBR 5356-7, baseada na IEC 60076-7, é fundamental o domínio da metodologia de cálculo térmico utilizado pela norma, na qual pequenas variações na aplicação podem levar a resultados bastante diferentes. A norma introduzirá ainda o “Anexo H” com caráter normativo estabelecendo o ensaio de elevação de temperatura em sobrecarga com o objetivo de assegurar a verificação das características dos transformadores frente a sobrecargas de curta duração, onde as medições das temperaturas são realizadas sem a estabilização em regime permanente. Este trabalho visa propiciar um entendimento melhor destas implicações, para comprador e fabricante."
GTM10.pdf,para_blocks,15,title,2.0,0.573,1,1,65.0,461.0,145.0,472.0,PALAVRAS-CHAVE
GTM10.pdf,preproc_blocks,15,title,2.0,0.573,1,1,65.0,461.0,145.0,472.0,PALAVRAS-CHAVE
GTM10.pdf,para_blocks,16,text,,0.9493,1,1,83.0,478.0,491.0,490.0,"Transformador, Sobrecarga em transformadores, Temperatura de Hot-Spot, Design Review, Vida útil"
GTM10.pdf,preproc_blocks,16,text,,0.9493,1,1,83.0,478.0,491.0,490.0,"Transformador, Sobrecarga em transformadores, Temperatura de Hot-Spot, Design Review, Vida útil"
GTM10.pdf,para_blocks,17,title,2.0,0.9406,1,1,66.0,500.0,150.0,512.0,1.0 - INTRODUÇÃO
GTM10.pdf,preproc_blocks,17,title,2.0,0.9406,1,1,66.0,500.0,150.0,512.0,1.0 - INTRODUÇÃO
GTM10.pdf,para_blocks,18,text,,0.9859,7,7,64.0,517.0,533.0,590.0,"Historicamente, os valores das características gque descrevem o desempenho de transformadores são garantidos com base nos dados de medicões em regime permanente (é assim com perdas. temperatura. etc.). Os valores de temperatura exigem ensaios de longa duração devido aos valores das constantes térmicas serem relativamente elevados, consequentemente, o transformador leva horas para atingir as temperaturas de regime. O Anexo H da NBR 5356-7 deve introduzir o ensaio de elevação de temperatura em sobrecarga e, como é de se esperar, o tempo dessas sobrecargas são inferiores ao tempo necessário para estabilização das temperaturas, sobretudo do fluido isolante."
GTM10.pdf,preproc_blocks,18,text,,0.9859,7,7,64.0,517.0,533.0,590.0,"Historicamente, os valores das características gque descrevem o desempenho de transformadores são garantidos com base nos dados de medicões em regime permanente (é assim com perdas. temperatura. etc.). Os valores de temperatura exigem ensaios de longa duração devido aos valores das constantes térmicas serem relativamente elevados, consequentemente, o transformador leva horas para atingir as temperaturas de regime. O Anexo H da NBR 5356-7 deve introduzir o ensaio de elevação de temperatura em sobrecarga e, como é de se esperar, o tempo dessas sobrecargas são inferiores ao tempo necessário para estabilização das temperaturas, sobretudo do fluido isolante."
GTM10.pdf,para_blocks,19,text,,0.9701,2,2,64.0,595.0,532.0,617.0,"Tendo em vista a necessidade da análise transitória das temperaturas e as informações geralmente solicitadas durante o Design Review, este trabalho abordará os seguintes tópicos:"
GTM10.pdf,preproc_blocks,19,text,,0.9701,2,2,64.0,595.0,532.0,617.0,"Tendo em vista a necessidade da análise transitória das temperaturas e as informações geralmente solicitadas durante o Design Review, este trabalho abordará os seguintes tópicos:"
GTM10.pdf,para_blocks,20,text,,0.9456,1,1,82.0,622.0,491.0,633.0, Comparativo entre o método exponencial e o método diferencial sugeridos pela IEC 60076-7 [1];
GTM10.pdf,preproc_blocks,20,text,,0.9456,1,1,82.0,622.0,491.0,633.0, Comparativo entre o método exponencial e o método diferencial sugeridos pela IEC 60076-7 [1];
GTM10.pdf,para_blocks,21,text,,0.9348,1,1,83.0,634.0,433.0,645.0, Influência da temperatura ambiente na vida útil e durante o ensaio de sobrecarga;
GTM10.pdf,preproc_blocks,21,text,,0.9348,1,1,83.0,634.0,433.0,645.0, Influência da temperatura ambiente na vida útil e durante o ensaio de sobrecarga;
GTM10.pdf,para_blocks,22,text,,0.9347,1,1,83.0,645.0,330.0,655.0, Efeito do fluxo disperso adicional em shunts magnéticos
GTM10.pdf,preproc_blocks,22,text,,0.9347,1,1,83.0,645.0,330.0,655.0, Efeito do fluxo disperso adicional em shunts magnéticos
GTM10.pdf,para_blocks,23,text,,0.9405,1,1,83.0,655.0,264.0,666.0,Influência do fator de Hot-Spot variável;
GTM10.pdf,preproc_blocks,23,text,,0.9405,1,1,83.0,655.0,264.0,666.0,Influência do fator de Hot-Spot variável;
GTM10.pdf,para_blocks,24,text,,0.9693,2,2,64.0,671.0,532.0,694.0,"Em muitas análises ao longo deste trabalho será utilizado o ciclo denominado como “Ciclo de sobrecarga” da nota técnica elaborada pelo ONS [2], exibido na Figura 1."
GTM10.pdf,preproc_blocks,24,text,,0.9693,2,2,64.0,671.0,532.0,694.0,"Em muitas análises ao longo deste trabalho será utilizado o ciclo denominado como “Ciclo de sobrecarga” da nota técnica elaborada pelo ONS [2], exibido na Figura 1."
GTM10.pdf,discarded_blocks,25,footer,,0.9384,2,2,143.0,766.0,462.0,794.0,"Rua Dr. Pedro Zimmermann, n˚ 6751 – CEP 89068-001 Blumenau, SC – Brasil Tel: (+55 47) 3337-1000 – Fax: (+55 47) 3337-1090 – email: luizo@weg.net"
