document_id,filename,middle_path,block_collection,page_index,page_number,block_index,block_type,level,score,line_count,span_count,text,text_length,has_bbox,has_bbox_fs,lines_deleted,has_blocks,has_image_path,has_html,has_latex,x0,y0,x1,y1,width,height,area
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,0,1,14,title,2.0,0.9397,1,1,2.0 DESENVOLVIMENTO,19,True,False,False,False,False,False,False,65.0,628.0,174.0,640.0,109.0,12.0,1308.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,0,1,15,text,,0.9382,1,1,2.1 Estudos para definição dos requisitos e características para aprimoramento do caminhão e do carregador,106,True,False,False,False,False,False,False,65.0,649.0,506.0,661.0,441.0,12.0,5292.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,0,1,16,text,,0.9744,3,3,"O veículo escolhido para as implementações necessárias ao desenvolvimento do caminhão elétrico para manutenção de redes de distribuição é o caminhão BYD modelo T7 com pack de baterias de aproximadamente 160 kW, que pode ser observado na Figura 1.",246,True,False,False,False,False,False,False,65.0,666.0,533.0,699.0,468.0,33.0,15444.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,1,2,2,image,,0.9871,0,0,,0,True,False,False,True,False,False,False,191.0,84.0,407.0,223.0,216.0,139.0,30024.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,1,2,4,text,,0.9874,16,16,"O primeiro passo no desenvolvimento de um veículo comercial de carga é a definição do Peso Bruto Total (PBT) para chassi rígido. O Peso em Ordem de Marcha (POM) do veículo em questão é de 4.750 kg, que corresponde ao peso próprio do caminhão considerando que todos os reservatórios (de expansão do sistema de arrefecimento, de óleo do sistema de direção, etc.) por exemplo estejam com pelo menos 90% de sua capacidade preenchida. Com isso, através da subtração do POM do PBT do veículo obteve-se uma carga líquida para transporte de 7.050kg (carga líquida = 11.800kg – 4.750kg) para o caminhão elétrico de manutenção de redes de distribuição. Outro fator importante a ser considerado em veículos comerciais é a distribuição de carga por eixo. O CONTRAN – Conselho Nacional de Trânsito, de acordo com a resolução n° 210 e resolução n° 211 ambas de 13/11/2006, diz que veículos da categoria do T7 com PBT de até 16.000kg permitem o peso máximo de 6.000 kg no eixo dianteiro e 10.000 kg no eixo traseiro. Assim, considerando as limitações de peso impostas pelo CONTRAN, foi realizado o estudo de distribuição de cargas considerando o conjunto caminhão (T7), carroceria e cesto aéreo (Figura 3) para o desenvolvimento do caminhão elétrico para manutenção de redes de distribuição, que apresentou como resultado que com a implementação do cesto aéreo o peso do veículo completo atinge 7.440 kg, ultrapassando o peso mínimo de 5.940 kg exigidos para estabilidade do veículo e em uma distribuição de carga por eixo que atende a especificação técnica do veículo e à norma brasileira do CONTRAN no que se refere a transferência de carga máxima ao solo, conforme pode-se verificar na Figura 2 – Conjunto caminhão, carroceria e cesto aéreo",1728,True,False,False,False,False,False,False,65.0,248.0,533.0,410.0,468.0,162.0,75816.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,1,2,5,text,,0.9795,4,4,"Tabela 1. Em relação às dimensões gerais do caminhão um pré-requisito definido foi que o mesmo tivesse a menor distância entre eixos (entre os centros dos eixos dianteiro e traseiro) possível, para assim diminuir o raio de giro e facilitar o esterçamento do caminhão em ruas estreitas. Assim, chegou-se a uma distância entre eixos de 3.850 mm obtendo um raio de giro máximo de 9.000 mm.",386,True,False,False,False,False,False,False,64.0,414.0,533.0,457.0,469.0,43.0,20167.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,1,2,6,image,,0.9798,0,0,,0,True,False,False,True,False,False,False,142.0,463.0,453.0,643.0,311.0,180.0,55980.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,1,2,9,table,,0.9851,0,0,,0,True,False,False,True,False,False,False,194.0,681.0,403.0,754.0,209.0,73.0,15257.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,2,3,2,text,,0.9698,2,2,"Os modelos de cesto aéreo e bomba hidráulica escolhidos foram, respectivamente, o Versalift SST-40EIH e Hybel do tipo “engrenagem”.",131,True,False,False,False,False,False,False,64.0,84.0,533.0,106.0,469.0,22.0,10318.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,2,3,3,title,2.0,0.9477,1,1,2.1.1 Desenvolvimento de PTO (power take off),45,True,False,False,False,False,False,False,65.0,115.0,259.0,127.0,194.0,12.0,2328.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,2,3,4,text,,0.9878,8,8,"Com base nos equipamentos a serem implementados foram realizados estudos para o desenvolvimento de PTO para energizar o conjunto cesto aéreo e bomba hidráulica. O PTO conta com um motor elétrico de 11 kW de potência, dimensionado para atender a potência mínima exigida pelo conjunto, e 1800 rpm de rotação, considerando a vazão requerida de 21,6 L/m requerida pela bomba hidráulica. Ainda, o PTO conta com um inversor com entrada compatível com os níveis de tensão da bateria de alta tensão (Vdc), saída trifásica no nível de tensão do motor (270 Vca) e módulo de comunicação CAN compatível com a rede de comunicação do chassi, pois as funções de comando e gerenciamento da segurança da aplicação são executadas em último nível pelas centrais do caminhão, e saída trifásica no nível de tensão do motor.",802,True,False,False,False,False,False,False,64.0,132.0,533.0,216.0,469.0,84.0,39396.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,2,3,5,text,,0.9873,6,6,"Para acionamento do sistema eletro hidráulico foram implementados no caminhão elétrico 2 botões (um no cesto aéreo e outro nos controles da torre), os quais enviam sinais para o inversor iniciar a energização do motor considerando quatro requisitos para o veículo: não estar com falha no chassi; velocidade igual a 0; freio de estacionamento acionado; e, marcha em Neutro. Existe ainda a possibilidade do operador após o posicionamento do cesto aéreo, desligar o sistema pelo botão contido no cesto aéreo, o que reduz o consumo de bateria de alta tensão e impacta positivamente na autonomia do veículo.",602,True,False,False,False,False,False,False,64.0,221.0,533.0,285.0,469.0,64.0,30016.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,2,3,6,text,,0.9767,3,3,"Baseado no consumo elétrico do chassi do caminhão e nas cargas auxiliares (farol, lanternas, rádio, etc.) ainda foi realizado o balanço energético e dimensionado um conversor DC/DC (potência de 2,5 kW e tensão de 28 V) para atender as características da aplicação.",264,True,False,False,False,False,False,False,64.0,289.0,533.0,321.0,469.0,32.0,15008.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,2,3,7,title,2.0,0.9467,1,1,2.2 Sistema embarcado para recargas de oportunidade,51,True,False,False,False,False,False,False,65.0,330.0,290.0,342.0,225.0,12.0,2700.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,2,3,8,text,,0.9882,9,9,"Como inovação, no projeto de P&D “Desenvolvimento de Caminhão Elétrico para Manutenção de Redes de Distribuição” foram previstas pelo veículo a realização das chamadas recargas de oportunidade na própria rede de distribuição da Neoenergia Elektro, com o intuito de possibilitar a circulação do mesmo e a realização das atividades de manutenção sem depender exclusivamente dos pontos de recarga fixos (eletropostos). Para viabilizar as recargas de oportunidade foi especificado um sistema, que conta com carregador embarcado no caminhão, um transformador, elementos de proteção e os elementos para conexão na rede de distribuição de BT da concessionária. Também foi definido procedimento seguro e adequado, com base em ensaios laboratoriais, para a execução das recargas de oportunidade. Na Figura 3 pode ser visualizado uma ilustração do sistema para recargas de oportunidade do caminhão elétrico.",897,True,False,False,False,False,False,False,64.0,346.0,533.0,441.0,469.0,95.0,44555.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,2,3,9,image,,0.9653,0,0,,0,True,False,False,True,False,False,False,119.0,446.0,478.0,611.0,359.0,165.0,59235.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,2,3,11,text,,0.9869,6,6,"O carregador embarcado definido para a implementação é o modelo BYD de 40 kW – 380 V que permite realizar a recarga total ou parcial do veículo diretamente de secundário dos transformadores da rede de distribuição. Como o secundário dos transformadores de distribuição são trifásicos 220 V também foi necessário embarcar um transformador elevador para adequar o nível de tensão requerido para o carregador (380-220 V). Ainda, equipamentos acessórios para a conexão na rede compreendem o sistema, tais como: carretel retrátil à mola embarcado; cabo tetrapolar flexível; carretilha de sustentação; e conectores.",609,True,False,False,False,False,False,False,64.0,633.0,533.0,697.0,469.0,64.0,30016.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,2,3,12,text,,0.9688,2,2,A disponibilidade de potência na rede para as recargas de oportunidade foi objeto de estudo e resultou em metodologia própria com base na realização de simulações computacionais do sistema elétrico.,198,True,False,False,False,False,False,False,64.0,701.0,532.0,723.0,468.0,22.0,10296.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,3,4,2,text,,0.9788,3,3,"O procedimento elaborado para a conexão segura e eficiente do caminhão à rede de BT para as recargas de oportunidade foi testado e validado em laboratório e foi desenvolvido seguindo as normas e regulamentações de segurança vigentes ([4], [5]).",244,True,False,False,False,False,False,False,64.0,84.0,532.0,117.0,468.0,33.0,15444.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,3,4,3,image,,0.985,0,0,,0,True,False,False,True,False,False,False,99.0,131.0,498.0,266.0,399.0,135.0,53865.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,3,4,5,title,2.0,0.9516,1,1,2.3 Fabricação e implementação,30,True,False,False,False,False,False,False,65.0,286.0,200.0,298.0,135.0,12.0,1620.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,3,4,6,text,,0.9875,6,6,"A fabricação de duas unidades de caminhão elétrico aconteceu na cidade de Shenzhen nas dependências da fábrica da BYD China entre o período de junho e julho de 2021, com supervisão da equipe BYD Brasil e seguiu os procedimentos estabelecidos pela fabricante no que tange às características convencionais do caminhão de “mercado” vendido. Quanto às características específicas para o atendimento às necessidades do projeto de PD foram conduzidas de forma particular e em acordo com os requisitos apresentados na seção 2.1 deste trabalho. As principais etapas de fabricação foram:",578,True,False,False,False,False,False,False,64.0,302.0,533.0,365.0,469.0,63.0,29547.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,3,4,7,text,,0.9512,1,1," Montagem estrutural, no quadro de longarinas do chassi;",57,True,False,False,False,False,False,False,83.0,365.0,334.0,376.0,251.0,11.0,2761.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,3,4,8,text,,0.9172,1,1, Passagens dos chicotes que fazem parte do sistema de baixa tensão do caminhão de montagem dos eixos;,102,True,False,False,False,False,False,False,82.0,376.0,532.0,388.0,450.0,12.0,5400.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,3,4,9,text,,0.9309,1,1,Motor elétrico de tração;,25,True,False,False,False,False,False,False,83.0,387.0,203.0,398.0,120.0,11.0,1320.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,3,4,10,text,,0.9322,1,1, Sistema de freio;,19,True,False,False,False,False,False,False,83.0,398.0,173.0,408.0,90.0,10.0,900.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,3,4,11,text,,0.9468,1,1, Montagem da tubulação e componentes do sistema de refrigeração de baterias;,77,True,False,False,False,False,False,False,83.0,409.0,425.0,420.0,342.0,11.0,3762.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,3,4,12,text,,0.9842,5,5,"Montagem do sistema de alta tensão na estrutura do chassi do caminhão: responsável por fornecer energia suficiente para impulsionar o motor de tração e também por alimentar alguns componentes elétricos de baixa tensão do caminhão. A bateria é feita de ferro fosfato lítio, tem capacidade de 174 kWh e a tensão de 512V. Ela fornece energia em padrão corrente contínua, que é transformada em corrente alternada pelo controlador do motor, para alimentação do motor de tração;",472,True,False,False,False,False,False,False,82.0,420.0,532.0,472.0,450.0,52.0,23400.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,3,4,13,text,,0.9487,1,1, Finalização do chassi e seus sistemas (ver Figura 5);,55,True,False,False,False,False,False,False,83.0,473.0,317.0,483.0,234.0,10.0,2340.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,3,4,14,text,,0.9427,1,1, Manufatura da cabine e acabamentos (ver Figura 5).,52,True,False,False,False,False,False,False,83.0,483.0,315.0,495.0,232.0,12.0,2784.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,3,4,15,image,,0.907,0,0,,0,True,False,False,True,False,False,False,72.0,509.0,525.0,659.0,453.0,150.0,67950.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,3,4,17,text,,0.837,3,3,"Após a fabricação os veículos foram transportados para o Brasil. Na BYD Brasil foi realizada a inspeção dos veículos e aprovação quanto aos requisitos previamente definidos. N sequencia foi realizada a implementação do conjunto cesto aéreo e bomba hidráulica, do PTO (inversor, motor auxiliar) e do sistema para recargas de oportunidade.",337,True,False,False,False,False,False,False,64.0,680.0,532.0,713.0,468.0,33.0,15444.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,4,5,2,image,,0.972,0,0,,0,True,False,False,True,False,False,False,66.0,85.0,237.0,313.0,171.0,228.0,38988.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,4,5,3,image,,0.9835,0,0,,0,True,False,False,True,False,False,False,239.0,84.0,526.0,313.0,287.0,229.0,65723.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,4,5,5,title,2.0,0.9327,1,1,2.4 TESTES,10,True,False,False,False,False,False,False,65.0,343.0,119.0,354.0,54.0,11.0,594.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,4,5,6,text,,0.987,11,11,"Os protótipos foram submetidos em laboratório a testes de segurança, confiabilidade e autonomia. O cesto aéreo foi aprovado nos ensaios de emissão acústica (ABNT NBR 16593 [6]), estabilidade e de alta tensão (ambos ABNT NBR 16092:2018 [7]). Em ensaios para simulação das recargas de oportunidade do CE foram validados os procedimentos para conexão segura e eficiente à rede de BT. Também foram monitoradas grandezas elétricas, em etapas de pré- inicialização, início e interrupção de recarga da bateria, com carregamentos efetivos entre 15 e 35 kW, onde o carregador do CE manteve o consumo de corrente constante e não houveram valores consideráveis de potência reativa durante o carregamento (fator de potência superior a 0,92). Quanto à curva de carga da bateria verificou-se que entre 47-99% há um comportamento linear (≈2h) e entre 99-100% o carregamento ocorre de forma mais lenta (≈20min). Ainda foram avaliadas a temperatura das conexões, da carcaça do motor e do inversor durante operação do cesto aéreo, a vibração do motor, ruído interno na cabine, entre outros, e todos tiveram os requisitos atendidos e valores abaixo da especificação dos fabricantes.",1163,True,False,False,False,False,False,False,64.0,360.0,533.0,475.0,469.0,115.0,53935.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,4,5,7,image,,0.9226,0,0,,0,True,False,False,True,False,False,False,83.0,483.0,226.0,696.0,143.0,213.0,30459.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,4,5,8,image,,0.9535,0,0,,0,True,False,False,True,False,False,False,227.0,483.0,370.0,697.0,143.0,214.0,30602.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,4,5,10,image,,0.9047,0,0,,0,True,False,False,True,False,False,False,371.0,483.0,514.0,696.0,143.0,213.0,30459.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,5,6,2,title,2.0,0.9487,1,1,2.5 MONITORAMENTO OPERAÇÂO,26,True,False,False,False,False,False,False,65.0,84.0,219.0,96.0,154.0,12.0,1848.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,5,6,3,text,,0.9725,2,2,"Em campo, foi realizado o monitoramento da operação dos protótipos, nas cidades de Limeira e Mairiporã no estado de São Paulo. Os veículos entraram em operação após a finalização dos testes a partir do mês de outubro de 2022.",225,True,False,False,False,False,False,False,64.0,100.0,532.0,123.0,468.0,23.0,10764.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,5,6,4,text,,0.9853,5,5,"Foram realizados dois dias de monitoramento assistido, o primeiro monitoramento e acompanhamento foi realizado no caminhão elétrico e nas operações realizadas na base da NEOENERGIA ELEKTRO em Limeira/SP. A Figura 8 mostra algumas imagens do caminhão elétrico em operação nesta unidade. Durante o período de operação foram percorridos aproximadamente 75 km, com aclive máximo de 11,8% e velocidade máxima de 59 km/h, apresentando um consumo de 31,2 % da bateria do caminhão elétrico.",482,True,False,False,False,False,False,False,64.0,127.0,533.0,181.0,469.0,54.0,25326.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,5,6,5,image,,0.9765,0,0,,0,True,False,False,True,False,False,False,68.0,189.0,211.0,358.0,143.0,169.0,24167.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,5,6,6,image,,0.9767,0,0,,0,True,False,False,True,False,False,False,212.0,189.0,358.0,358.0,146.0,169.0,24674.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,preproc_blocks,5,6,7,image,,0.9807,0,0,,0,True,False,False,True,False,False,False,359.0,191.0,529.0,358.0,170.0,167.0,28390.0
