document_id,filename,block_collection,page_index,page_number,block_index,block_type,score,image_paths,text,bbox
gdi_0685,GDI_0685.pdf,para_blocks,2,3,9,image,0.9653,b5e6440d55206619f6812d3bb5f0d70b9ce59712fb2c32f2fa2cdd5e0d873c3d.jpg,,"[119, 446, 478, 611]"
gdi_0685,GDI_0685.pdf,para_blocks,3,4,3,image,0.985,e0ec3dde4e586867fe638f31c222020a29f665e042608023d1317b5ba81d258b.jpg,,"[99, 131, 498, 266]"
gdi_0685,GDI_0685.pdf,para_blocks,3,4,15,image,0.907,ecdc68fc52053ce39cae466e4b510e0b27c86ca73ac2c86cb1736234254227fb.jpg,,"[72, 509, 525, 659]"
gdi_0685,GDI_0685.pdf,para_blocks,4,5,2,image,0.972,4a0a1e4fbae24703d33988d3ac68db8ab7e7f71e70d4167e61e41e1daa77edf1.jpg,,"[66, 85, 237, 313]"
gdi_0685,GDI_0685.pdf,para_blocks,4,5,3,image,0.9835,a7296f76681aade80c1274fde44c48517c6e6287dda7cf427d34fea89c790d24.jpg,,"[239, 84, 526, 313]"
gdi_0685,GDI_0685.pdf,para_blocks,4,5,7,image,0.9226,6f277e8f2020a5dc69dba7b4d3d45e40095464713ac0d66c24e988a62bc63688.jpg,,"[83, 483, 226, 696]"
gdi_0685,GDI_0685.pdf,para_blocks,4,5,8,image,0.9535,fa6be22987ae867a7b87f2c215040dd67ff4ea44cd25d4f199c0c34d109926d9.jpg,,"[227, 483, 370, 697]"
gdi_0685,GDI_0685.pdf,para_blocks,4,5,10,image,0.9047,db6128f9569bc410252e9277e70e56fc3f88ac6c6982a906f2d60d9324219963.jpg,,"[371, 483, 514, 696]"
gdi_0685,GDI_0685.pdf,para_blocks,5,6,5,image,0.9765,f7c9b600db1cb734a48fffe6e56f751179e047ed090dcb05e5e6671b41dcd93d.jpg,,"[68, 189, 211, 358]"
gdi_0685,GDI_0685.pdf,para_blocks,5,6,6,image,0.9767,ceacb203233f3254f0c7cd8cd11c50a0fa14f9619e96bf46b713256d06b7faa7.jpg,,"[212, 189, 358, 358]"
gdi_0685,GDI_0685.pdf,para_blocks,5,6,7,image,0.9807,070e30be0c91896c623fd6e3a0760b8a2b1cd244fd0a9f4040c6b272a0874266.jpg,,"[359, 191, 529, 358]"
gdi_0685,GDI_0685.pdf,para_blocks,5,6,10,image,0.9823,867f07f8bf248f0d4eb5ae3d45454e3282efff28885d8bde451a2fd2f7acb561.jpg,,"[68, 441, 278, 603]"
gdi_0685,GDI_0685.pdf,para_blocks,5,6,11,image,0.9743,772753bdef83286b8dc1b6782e65561d2f67589c3509322bc30ac9760dc5dd82.jpg,,"[280, 442, 392, 604]"
gdi_0685,GDI_0685.pdf,para_blocks,5,6,12,image,0.9741,c316844356ff3de19fc2bc50d10573dbb8d6a20b4833d0ea94245c2c9e00163f.jpg,,"[393, 442, 531, 603]"
gdi_0685,GDI_0685.pdf,para_blocks,6,7,3,table,0.9877,a5eb75c41200c35f68490963e723cae78c38c6d21aa0c2bb717b2b7d4c5b519a.jpg,,"[93, 98, 504, 215]"
gdi_0685,GDI_0685.pdf,para_blocks,8,9,3,image,0.9792,032d02c046436cfaf7853d52077a241fbf6e0bfdc931e93ce2320153dd8b58f8.jpg,,"[72, 104, 145, 196]"
ggh9,GGH9.pdf,preproc_blocks,1,2,2,chart,0.9665,1e5ffd13a7f90dd13923fe58bed66c168b7e505b168ab9b0bef99f298b99c34e.jpg,,"[111, 55, 486, 258]"
ggh9,GGH9.pdf,preproc_blocks,1,2,7,chart,0.9735,3e6ce59845a7f6cd1271ba9491692153a0fd995709a85a7a54d33383f87906ca.jpg,,"[198, 480, 398, 674]"
ggh9,GGH9.pdf,preproc_blocks,2,3,6,image,0.9886,4df3acb3d212a6e6975514492fa7a06665445340f9458f7f12a57c996a749dd2.jpg,,"[139, 320, 458, 532]"
ggh9,GGH9.pdf,preproc_blocks,3,4,9,chart,0.9756,29ab11ced8bebe80471a423834de93b1d219f2d0d672a8c845613cf11bfe4670.jpg,,"[122, 511, 474, 712]"
ggh9,GGH9.pdf,preproc_blocks,5,6,3,chart,0.9664,3f2fabb5b03d91e375644f856d2ff1e75790a1b74eb36f879d2efa497042ffe0.jpg,,"[81, 108, 514, 309]"
ggh9,GGH9.pdf,preproc_blocks,5,6,8,table,0.9877,20545a34cec47b78d597a4ea5dc7323871094f252d694590eca2045513608c61.jpg,,"[109, 554, 488, 657]"
ggh9,GGH9.pdf,preproc_blocks,6,7,2,chart,0.9603,01253725480066125e5eb846472a081bad8aedf663a05491550fdf7a91258cb4.jpg,,"[105, 56, 491, 281]"
ggh9,GGH9.pdf,preproc_blocks,6,7,8,table,0.9884,2b2f97ca48af84c231330dc35a6fa1d1525371608d27bf84f26abae2928d0aca.jpg,,"[70, 531, 527, 699]"
ggh9,GGH9.pdf,preproc_blocks,7,8,8,image,0.9738,1b9f0ff1b859bf0aca0c6480c89f3bf9257d5c9ce68f2804494edbca915fe012.jpg,,"[69, 318, 146, 410]"
ggh9,GGH9.pdf,preproc_blocks,7,8,10,image,0.9683,5d163836be4358316d4fe01e31c550b4d268c59b0cd9bb8c911fa648aacada25.jpg,,"[70, 424, 146, 513]"
ggh9,GGH9.pdf,preproc_blocks,7,8,12,image,0.9688,d38e0d783188d73e264635854f01c51713515cae3fecc8dd1768b1ac1145a00b.jpg,,"[71, 529, 146, 617]"
ggh9,GGH9.pdf,preproc_blocks,7,8,14,image,0.9108,9334a95031325656c10c0065ef9093c21a450f594de78964a4c62fb064e820eb.jpg,,"[70, 633, 144, 722]"
ggh9,GGH9.pdf,para_blocks,1,2,2,chart,0.9665,1e5ffd13a7f90dd13923fe58bed66c168b7e505b168ab9b0bef99f298b99c34e.jpg,,"[111, 55, 486, 258]"
ggh9,GGH9.pdf,para_blocks,1,2,7,chart,0.9735,3e6ce59845a7f6cd1271ba9491692153a0fd995709a85a7a54d33383f87906ca.jpg,,"[198, 480, 398, 674]"
ggh9,GGH9.pdf,para_blocks,2,3,6,image,0.9886,4df3acb3d212a6e6975514492fa7a06665445340f9458f7f12a57c996a749dd2.jpg,,"[139, 320, 458, 532]"
ggh9,GGH9.pdf,para_blocks,3,4,9,chart,0.9756,29ab11ced8bebe80471a423834de93b1d219f2d0d672a8c845613cf11bfe4670.jpg,,"[122, 511, 474, 712]"
ggh9,GGH9.pdf,para_blocks,5,6,3,chart,0.9664,3f2fabb5b03d91e375644f856d2ff1e75790a1b74eb36f879d2efa497042ffe0.jpg,,"[81, 108, 514, 309]"
ggh9,GGH9.pdf,para_blocks,5,6,8,table,0.9877,20545a34cec47b78d597a4ea5dc7323871094f252d694590eca2045513608c61.jpg,,"[109, 554, 488, 657]"
ggh9,GGH9.pdf,para_blocks,6,7,2,chart,0.9603,01253725480066125e5eb846472a081bad8aedf663a05491550fdf7a91258cb4.jpg,,"[105, 56, 491, 281]"
ggh9,GGH9.pdf,para_blocks,6,7,8,table,0.9884,2b2f97ca48af84c231330dc35a6fa1d1525371608d27bf84f26abae2928d0aca.jpg,,"[70, 531, 527, 699]"
ggh9,GGH9.pdf,para_blocks,7,8,8,image,0.9738,1b9f0ff1b859bf0aca0c6480c89f3bf9257d5c9ce68f2804494edbca915fe012.jpg,,"[69, 318, 146, 410]"
ggh9,GGH9.pdf,para_blocks,7,8,10,image,0.9683,5d163836be4358316d4fe01e31c550b4d268c59b0cd9bb8c911fa648aacada25.jpg,,"[70, 424, 146, 513]"
ggh9,GGH9.pdf,para_blocks,7,8,12,image,0.9688,d38e0d783188d73e264635854f01c51713515cae3fecc8dd1768b1ac1145a00b.jpg,,"[71, 529, 146, 617]"
ggh9,GGH9.pdf,para_blocks,7,8,14,image,0.9108,9334a95031325656c10c0065ef9093c21a450f594de78964a4c62fb064e820eb.jpg,,"[70, 633, 144, 722]"
ggt_1247,GGT_1247.pdf,preproc_blocks,1,2,9,table,0.9892,637131c1fea824342bf4899fbe495a4032e2d5e334a35a2056b420de7c6df51e.jpg,,"[76, 487, 521, 746]"
ggt_1247,GGT_1247.pdf,preproc_blocks,2,3,2,table,0.9592,51bb395b4dffc25e9b7035d41df1a037d6d82dcf1ccc01e3d10bab187280685d.jpg,,"[76, 88, 521, 117]"
ggt_1247,GGT_1247.pdf,preproc_blocks,3,4,6,interline_equation,0.9727,25a7b5d1dfbcab37bc6c753972071eac589dee51f568c522065d0eb37ccfc9b5.jpg,\begin{array} { r l } & { ( 1 - f _ { H _ { 2 } } ) \cdot C H _ { 4 } + f _ { H _ { 2 } } \cdot H _ { 2 } + \lambda \cdot [ 2 \cdot ( 1 - f _ { H _ { 2 } } ) + \displaystyle \frac { f _ { H _ { 2 } } } { 2 } ] \cdot ( { \cal O } _ { 2 } + 3 . 7 6 N _ { 2 } ) } \\ & { \qquad ( 1 - f _ { H _ { 2 } } ) \cdot C O _ { 2 } + ( 2 - f _ { H _ { 2 } } ) \cdot H _ { 2 } O + [ 2 \cdot ( 1 - f _ { H _ { 2 } } ) + \displaystyle \frac { f _ { H _ { 2 } } } { 2 } ] \cdot [ ( \lambda - 1 ) \cdot O _ { 2 } + \lambda 3 . 7 6 N _ { 2 } ] } \end{array}\tag{1},"[90, 259, 492, 304]"
ggt_1247,GGT_1247.pdf,preproc_blocks,3,4,10,interline_equation,0.9589,cc669667e05b5d3b0d06b85dbd70c3113162728f0582f7d08d5636789bf11121.jpg,"C O _ { 2 } [ \% v o l ] = \frac { ( 1 - f _ { H _ { 2 } } ) } { 9 , 5 2 \lambda + 0 , 5 f _ { H _ { 2 } } - 7 , 1 4 \lambda f _ { H _ { 2 } } - 1 }\tag{2}","[220, 388, 395, 413]"
ggt_1247,GGT_1247.pdf,preproc_blocks,3,4,13,interline_equation,0.96,998e5b74c2c9f174a4e7f2ad95d0aeb82a0ef08b4a45315c8cfcf307a978cf1f.jpg,\frac { V _ { C O _ { 2 } } } { E _ { f } } = \frac { ( 1 - f _ { H _ { 2 } } ) } { f _ { H _ { 2 } } L H V _ { H _ { 2 } } + \left( 1 - f _ { H _ { 2 } } \right) L H V _ { C H _ { 4 } } }\tag{3},"[235, 464, 378, 491]"
ggt_1247,GGT_1247.pdf,preproc_blocks,3,4,15,interline_equation,0.9572,26460e1db7acf20ca2e1acc8dfdbca660d406d2f053fae2bafc43df42cb1bbc2.jpg,\frac { m _ { C O _ { 2 } } } { E _ { f } } = \frac { \rho _ { C O _ { 2 } } ( 1 - f _ { H _ { 2 } } ) } { f _ { H _ { 2 } } L H V _ { H _ { 2 } } + \big ( 1 - f _ { H _ { 2 } } \big ) L H V _ { C H _ { 4 } } }\tag{4},"[234, 499, 379, 525]"
ggt_1247,GGT_1247.pdf,preproc_blocks,3,4,18,chart,0.9755,6b7a86d7716170d7681f261ad273797605d2c967bf25fc4d9732bfb7e180ae5c.jpg,,"[87, 601, 510, 735]"
ggt_1247,GGT_1247.pdf,preproc_blocks,4,5,7,table,0.977,a1d143aa158ca11379d710834208579a4677d14621fee08ea7207f84c23ddf99.jpg,,"[194, 237, 403, 288]"
ggt_1247,GGT_1247.pdf,preproc_blocks,4,5,10,chart,0.9745,4c18642a0cd3f227e146789758fcc8d2304b04114a2c00525d1106d662c38372.jpg,,"[89, 358, 507, 453]"
ggt_1247,GGT_1247.pdf,preproc_blocks,4,5,14,table,0.9826,14b415ba5e95100f2075c1a1b3bddf1504b27889e1db4e6c4720e7ef4f7407de.jpg,,"[191, 538, 406, 601]"
ggt_1247,GGT_1247.pdf,preproc_blocks,5,6,5,table,0.9838,8029038dff3e9b0b35e5030977363bc1b7752b587c55072c1c08a46021543a4c.jpg,,"[66, 208, 531, 337]"
ggt_1247,GGT_1247.pdf,preproc_blocks,5,6,7,chart,0.9811,15fb20f6b893b0e4aea387af9bbcc6d3152289b7d932971309ebb63c96bb6ba7.jpg,,"[106, 378, 493, 499]"
ggt_1247,GGT_1247.pdf,preproc_blocks,5,6,10,chart,0.9743,75cbdf79a3f92b68ac3e6e9d0fb61a8455e5c8d77d75b517941be74e92336a63.jpg,,"[106, 552, 487, 662]"
ggt_1247,GGT_1247.pdf,preproc_blocks,6,7,3,chart,0.9819,546b367a62b38e92c598463a47babb7facd7c7046665c0e2f61a7ab09ef5f9a3.jpg,,"[92, 107, 493, 228]"
ggt_1247,GGT_1247.pdf,preproc_blocks,6,7,5,chart,0.9802,f123fd6f27da445f922057ac48f33bb8691c94acbaad6ad25c648f74736be287.jpg,,"[97, 261, 503, 387]"
ggt_1247,GGT_1247.pdf,preproc_blocks,6,7,8,chart,0.9687,6c013811a080c620597ca9c0a7955ec484861ceb056b12a33eee17846bdeec19.jpg,,"[100, 442, 491, 554]"
ggt_1247,GGT_1247.pdf,preproc_blocks,6,7,10,chart,0.9805,34646b19c85abe2dc95cb5a22bfa6006782325180811c04e951443ea31b1e966.jpg,,"[90, 588, 493, 702]"
ggt_1247,GGT_1247.pdf,preproc_blocks,9,10,3,image,0.9784,6387bff83ae24f69c4353048f7664c59f91090a43ee9be8bd689c9549247f5c4.jpg,,"[73, 106, 140, 187]"
ggt_1247,GGT_1247.pdf,para_blocks,1,2,9,table,0.9892,637131c1fea824342bf4899fbe495a4032e2d5e334a35a2056b420de7c6df51e.jpg,,"[76, 487, 521, 746]"
ggt_1247,GGT_1247.pdf,para_blocks,3,4,6,interline_equation,0.9727,25a7b5d1dfbcab37bc6c753972071eac589dee51f568c522065d0eb37ccfc9b5.jpg,\begin{array} { r l } & { ( 1 - f _ { H _ { 2 } } ) \cdot C H _ { 4 } + f _ { H _ { 2 } } \cdot H _ { 2 } + \lambda \cdot [ 2 \cdot ( 1 - f _ { H _ { 2 } } ) + \displaystyle \frac { f _ { H _ { 2 } } } { 2 } ] \cdot ( { \cal O } _ { 2 } + 3 . 7 6 N _ { 2 } ) } \\ & { \qquad ( 1 - f _ { H _ { 2 } } ) \cdot C O _ { 2 } + ( 2 - f _ { H _ { 2 } } ) \cdot H _ { 2 } O + [ 2 \cdot ( 1 - f _ { H _ { 2 } } ) + \displaystyle \frac { f _ { H _ { 2 } } } { 2 } ] \cdot [ ( \lambda - 1 ) \cdot O _ { 2 } + \lambda 3 . 7 6 N _ { 2 } ] } \end{array}\tag{1},"[90, 259, 492, 304]"
ggt_1247,GGT_1247.pdf,para_blocks,3,4,10,interline_equation,0.9589,cc669667e05b5d3b0d06b85dbd70c3113162728f0582f7d08d5636789bf11121.jpg,"C O _ { 2 } [ \% v o l ] = \frac { ( 1 - f _ { H _ { 2 } } ) } { 9 , 5 2 \lambda + 0 , 5 f _ { H _ { 2 } } - 7 , 1 4 \lambda f _ { H _ { 2 } } - 1 }\tag{2}","[220, 388, 395, 413]"
ggt_1247,GGT_1247.pdf,para_blocks,3,4,13,interline_equation,0.96,998e5b74c2c9f174a4e7f2ad95d0aeb82a0ef08b4a45315c8cfcf307a978cf1f.jpg,\frac { V _ { C O _ { 2 } } } { E _ { f } } = \frac { ( 1 - f _ { H _ { 2 } } ) } { f _ { H _ { 2 } } L H V _ { H _ { 2 } } + \left( 1 - f _ { H _ { 2 } } \right) L H V _ { C H _ { 4 } } }\tag{3},"[235, 464, 378, 491]"
ggt_1247,GGT_1247.pdf,para_blocks,3,4,15,interline_equation,0.9572,26460e1db7acf20ca2e1acc8dfdbca660d406d2f053fae2bafc43df42cb1bbc2.jpg,\frac { m _ { C O _ { 2 } } } { E _ { f } } = \frac { \rho _ { C O _ { 2 } } ( 1 - f _ { H _ { 2 } } ) } { f _ { H _ { 2 } } L H V _ { H _ { 2 } } + \big ( 1 - f _ { H _ { 2 } } \big ) L H V _ { C H _ { 4 } } }\tag{4},"[234, 499, 379, 525]"
ggt_1247,GGT_1247.pdf,para_blocks,3,4,18,chart,0.9755,6b7a86d7716170d7681f261ad273797605d2c967bf25fc4d9732bfb7e180ae5c.jpg,,"[87, 601, 510, 735]"
ggt_1247,GGT_1247.pdf,para_blocks,4,5,7,table,0.977,a1d143aa158ca11379d710834208579a4677d14621fee08ea7207f84c23ddf99.jpg,,"[194, 237, 403, 288]"
ggt_1247,GGT_1247.pdf,para_blocks,4,5,10,chart,0.9745,4c18642a0cd3f227e146789758fcc8d2304b04114a2c00525d1106d662c38372.jpg,,"[89, 358, 507, 453]"
ggt_1247,GGT_1247.pdf,para_blocks,4,5,14,table,0.9826,14b415ba5e95100f2075c1a1b3bddf1504b27889e1db4e6c4720e7ef4f7407de.jpg,,"[191, 538, 406, 601]"
ggt_1247,GGT_1247.pdf,para_blocks,5,6,5,table,0.9838,8029038dff3e9b0b35e5030977363bc1b7752b587c55072c1c08a46021543a4c.jpg,,"[66, 208, 531, 337]"
ggt_1247,GGT_1247.pdf,para_blocks,5,6,7,chart,0.9811,15fb20f6b893b0e4aea387af9bbcc6d3152289b7d932971309ebb63c96bb6ba7.jpg,,"[106, 378, 493, 499]"
ggt_1247,GGT_1247.pdf,para_blocks,5,6,10,chart,0.9743,75cbdf79a3f92b68ac3e6e9d0fb61a8455e5c8d77d75b517941be74e92336a63.jpg,,"[106, 552, 487, 662]"
ggt_1247,GGT_1247.pdf,para_blocks,6,7,3,chart,0.9819,546b367a62b38e92c598463a47babb7facd7c7046665c0e2f61a7ab09ef5f9a3.jpg,,"[92, 107, 493, 228]"
ggt_1247,GGT_1247.pdf,para_blocks,6,7,5,chart,0.9802,f123fd6f27da445f922057ac48f33bb8691c94acbaad6ad25c648f74736be287.jpg,,"[97, 261, 503, 387]"
ggt_1247,GGT_1247.pdf,para_blocks,6,7,8,chart,0.9687,6c013811a080c620597ca9c0a7955ec484861ceb056b12a33eee17846bdeec19.jpg,,"[100, 442, 491, 554]"
ggt_1247,GGT_1247.pdf,para_blocks,6,7,10,chart,0.9805,34646b19c85abe2dc95cb5a22bfa6006782325180811c04e951443ea31b1e966.jpg,,"[90, 588, 493, 702]"
ggt_1247,GGT_1247.pdf,para_blocks,9,10,3,image,0.9784,6387bff83ae24f69c4353048f7664c59f91090a43ee9be8bd689c9549247f5c4.jpg,,"[73, 106, 140, 187]"
gtl_0081,GTL_0081.pdf,preproc_blocks,1,2,2,image,0.9857,ef0ee916d18cbdb7ec51b41379e5cd37f7792c31518a60ef49732dc334c0a73f.jpg,,"[72, 83, 263, 234]"
gtl_0081,GTL_0081.pdf,preproc_blocks,1,2,4,image,0.9868,4c9846df2a7c74d940a991be4f834017c0f2d218edfeb1ceeb1230e477445d54.jpg,,"[270, 91, 531, 237]"
gtl_0081,GTL_0081.pdf,preproc_blocks,1,2,6,image,0.9849,c6f18baff18ae06a3418aa9f41e8c4e734317f63463e5d95bbd547fa6d8e5d77.jpg,,"[72, 275, 267, 425]"
gtl_0081,GTL_0081.pdf,preproc_blocks,1,2,8,image,0.9836,6cdcd933a3a8270637ede27e1b7990eeec282f9b0c5e51ba44734c78fec44533.jpg,,"[273, 275, 524, 427]"
gtl_0081,GTL_0081.pdf,preproc_blocks,1,2,10,image,0.9859,6c0581e8c784915c99d86b48b14645e825a4c9ec7a1923a34b175bc2b61f2c74.jpg,,"[72, 448, 268, 628]"
gtl_0081,GTL_0081.pdf,preproc_blocks,1,2,12,image,0.9863,c8bebbdc571ef93cf8c1698004dbc303c0a1476593c0dc292ec6495d7aab4355.jpg,,"[293, 449, 504, 628]"
gtl_0081,GTL_0081.pdf,preproc_blocks,2,3,2,image,0.9871,e8bca5c923a2ece074c7f5454c94a8cc670cfc9b8c30047e177950a2a47a38ee.jpg,,"[198, 83, 400, 261]"
gtl_0081,GTL_0081.pdf,preproc_blocks,4,5,3,image,0.9734,3ed3e2e0d751f8c362e6ec389497ad3776393e632199d608483ee97bab129678.jpg,,"[73, 104, 140, 185]"
gtl_0081,GTL_0081.pdf,para_blocks,1,2,2,image,0.9857,ef0ee916d18cbdb7ec51b41379e5cd37f7792c31518a60ef49732dc334c0a73f.jpg,,"[72, 83, 263, 234]"
gtl_0081,GTL_0081.pdf,para_blocks,1,2,4,image,0.9868,4c9846df2a7c74d940a991be4f834017c0f2d218edfeb1ceeb1230e477445d54.jpg,,"[270, 91, 531, 237]"
gtl_0081,GTL_0081.pdf,para_blocks,1,2,6,image,0.9849,c6f18baff18ae06a3418aa9f41e8c4e734317f63463e5d95bbd547fa6d8e5d77.jpg,,"[72, 275, 267, 425]"
gtl_0081,GTL_0081.pdf,para_blocks,1,2,8,image,0.9836,6cdcd933a3a8270637ede27e1b7990eeec282f9b0c5e51ba44734c78fec44533.jpg,,"[273, 275, 524, 427]"
gtl_0081,GTL_0081.pdf,para_blocks,1,2,10,image,0.9859,6c0581e8c784915c99d86b48b14645e825a4c9ec7a1923a34b175bc2b61f2c74.jpg,,"[72, 448, 268, 628]"
gtl_0081,GTL_0081.pdf,para_blocks,1,2,12,image,0.9863,c8bebbdc571ef93cf8c1698004dbc303c0a1476593c0dc292ec6495d7aab4355.jpg,,"[293, 449, 504, 628]"
gtl_0081,GTL_0081.pdf,para_blocks,2,3,2,image,0.9871,e8bca5c923a2ece074c7f5454c94a8cc670cfc9b8c30047e177950a2a47a38ee.jpg,,"[198, 83, 400, 261]"
gtl_0081,GTL_0081.pdf,para_blocks,4,5,3,image,0.9734,3ed3e2e0d751f8c362e6ec389497ad3776393e632199d608483ee97bab129678.jpg,,"[73, 104, 140, 185]"
gtm10,GTM10.pdf,preproc_blocks,1,2,2,chart,0.956,5b78d85bc4aee0ea9fb85d98c6b404b1898808975d66c430b67d0ade73ac15be.jpg,,"[182, 86, 432, 257]"
gtm10,GTM10.pdf,preproc_blocks,1,2,9,chart,0.9819,595fbf0d94e7fb4ae9251428cd64d90a10fd3b5caee5666049158530da5c30fa.jpg,,"[137, 468, 477, 639]"
gtm10,GTM10.pdf,preproc_blocks,2,3,2,chart,0.9848,e44a84cfd91e7982242d9b0c635976d74456031bcc8100da4d2ba17db20d8783.jpg,,"[138, 83, 479, 255]"
gtm10,GTM10.pdf,preproc_blocks,2,3,9,chart,0.9776,0e84dac9d84b59b984cd7da998783ed524fa52135a403669101e1971ce0781ea.jpg,,"[95, 425, 518, 594]"
gtm10,GTM10.pdf,preproc_blocks,3,4,2,chart,0.9721,1473db8dfd08fb316aa6ccb8e040d3715e1baf896c4bc6685eb3f193be616a52.jpg,,"[106, 92, 511, 455]"
gtm10,GTM10.pdf,preproc_blocks,4,5,3,table,0.9877,bf6e4339b23fd8c00f5efe999d56e739b618ef5bc99cb55c643b7bc03f7f9f7b.jpg,,"[66, 104, 531, 238]"
gtm10,GTM10.pdf,preproc_blocks,4,5,5,chart,0.9823,9d81f694cfd443d2273af783ffc56a26f51f6a3f458d41832840023938ab3572.jpg,,"[137, 325, 478, 494]"
gtm10,GTM10.pdf,preproc_blocks,5,6,2,image,0.9819,372932fa9f012a4eb5a04901e07dda5a2a2a040795eef9a0383e5d706a302e25.jpg,,"[154, 87, 237, 373]"
gtm10,GTM10.pdf,preproc_blocks,5,6,3,image,0.9813,2b2a942e2b5e9abe1b38c2e42317b99bc5255b89313f3103a802e4cd3937becc.jpg,,"[270, 87, 353, 374]"
gtm10,GTM10.pdf,preproc_blocks,5,6,4,image,0.9843,717bc28fd9940af3b75d30982e635fc646d7519c4435550f2311f909577cf5c4.jpg,,"[391, 87, 473, 372]"
