document_id,filename,middle_path,block_collection,page_index,page_number,block_index,block_type,level,score,line_count,span_count,text,text_length,has_bbox,has_bbox_fs,lines_deleted,has_blocks,has_image_path,has_html,has_latex,x0,y0,x1,y1,width,height,area
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,para_blocks,0,1,8,title,2.0,0.9336,1,1,PALAVRAS-CHAVE,14,True,False,False,False,False,False,False,65.0,366.0,150.0,378.0,85.0,12.0,1020.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,para_blocks,0,1,10,title,2.0,0.9376,1,1,1.0 INTRODUÇÃO,14,True,False,False,False,False,False,False,66.0,403.0,145.0,415.0,79.0,12.0,948.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,para_blocks,0,1,14,title,2.0,0.9397,1,1,2.0 DESENVOLVIMENTO,19,True,False,False,False,False,False,False,65.0,628.0,174.0,640.0,109.0,12.0,1308.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,para_blocks,2,3,3,title,2.0,0.9477,1,1,2.1.1 Desenvolvimento de PTO (power take off),45,True,False,False,False,False,False,False,65.0,115.0,259.0,127.0,194.0,12.0,2328.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,para_blocks,2,3,7,title,2.0,0.9467,1,1,2.2 Sistema embarcado para recargas de oportunidade,51,True,False,False,False,False,False,False,65.0,330.0,290.0,342.0,225.0,12.0,2700.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,para_blocks,3,4,5,title,2.0,0.9516,1,1,2.3 Fabricação e implementação,30,True,False,False,False,False,False,False,65.0,286.0,200.0,298.0,135.0,12.0,1620.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,para_blocks,4,5,5,title,2.0,0.9327,1,1,2.4 TESTES,10,True,False,False,False,False,False,False,65.0,343.0,119.0,354.0,54.0,11.0,594.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,para_blocks,5,6,2,title,2.0,0.9487,1,1,2.5 MONITORAMENTO OPERAÇÂO,26,True,False,False,False,False,False,False,65.0,84.0,219.0,96.0,154.0,12.0,1848.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,para_blocks,6,7,6,title,2.0,0.9367,1,1,3.0 CONCLUSÃO,13,True,False,False,False,False,False,False,65.0,319.0,141.0,331.0,76.0,12.0,912.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,para_blocks,6,7,10,title,2.0,0.9427,1,1,4.0 AGRADECIMENTOS,18,True,False,False,False,False,False,False,65.0,534.0,170.0,546.0,105.0,12.0,1260.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,para_blocks,6,7,12,title,2.0,0.9348,1,1,REFERÊNCIAS,11,True,False,False,False,False,False,False,65.0,622.0,133.0,635.0,68.0,13.0,884.0
gdi_0685,GDI_0685.pdf,D:\baseia_v3\artifacts\mineru\smoke\90d74e349676936f\GDI_0685\auto\GDI_0685_middle.json,para_blocks,8,9,2,title,2.0,0.8905,1,1,DADOS BIOGRÁFICOS,17,True,False,False,False,False,False,False,65.0,83.0,166.0,96.0,101.0,13.0,1313.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,preproc_blocks,0,1,5,title,1.0,0.9547,1,1,GRUPO DE ESTUDO DE GERAÇÃO HIDRÁULICA- GGH,42,True,False,False,False,False,False,False,180.0,205.0,419.0,219.0,239.0,14.0,3346.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,preproc_blocks,0,1,6,title,1.0,0.9351,1,1,ESTRATÉGIAS “PIT STOP” PARA REDUZIR CUSTOS DE REFORMAS DE USINAS HIDRELÉTRICAS,78,True,False,False,False,False,False,False,86.0,236.0,513.0,250.0,427.0,14.0,5978.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,preproc_blocks,0,1,11,title,2.0,0.9168,1,1,RESUMO,6,True,False,False,False,False,False,False,65.0,347.0,109.0,360.0,44.0,13.0,572.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,preproc_blocks,0,1,13,title,2.0,0.61,1,1,PALAVRAS-CHAVE,14,True,False,False,False,False,False,False,65.0,461.0,150.0,473.0,85.0,12.0,1020.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,preproc_blocks,0,1,15,title,2.0,0.8019,1,1,1.0 - INTRODUÇÃO,16,True,False,False,False,False,False,False,75.0,504.0,159.0,517.0,84.0,13.0,1092.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,preproc_blocks,1,2,5,title,2.0,0.9418,1,1,2.0 - CUSTO DE UMA REFORMA OU MODERNIZAÇÃO,42,True,False,False,False,False,False,False,74.0,383.0,308.0,396.0,234.0,13.0,3042.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,preproc_blocks,2,3,4,title,2.0,0.9424,1,1,3.0 - O CONCEITO DE “PIT STOP” APLICADO A REFORMAS,50,True,False,False,False,False,False,False,74.0,244.0,330.0,255.0,256.0,11.0,2816.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,preproc_blocks,4,5,2,title,2.0,0.8141,1,1,4.0 - ESTUDO DE CASO: CENTRAL RÍO PIEDRAS - COLÔMBIA,52,True,False,False,False,False,False,False,74.0,56.0,343.0,68.0,269.0,12.0,3228.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,preproc_blocks,6,7,5,title,2.0,0.9414,1,1,5.0 - OUTROS CASOS DE APLICAÇÃO DO “PIT STOP”,45,True,False,False,False,False,False,False,74.0,416.0,307.0,429.0,233.0,13.0,3029.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,preproc_blocks,7,8,2,title,2.0,0.8904,1,1,6.0 - CONCLUSÃO,15,True,False,False,False,False,False,False,74.0,56.0,155.0,68.0,81.0,12.0,972.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,preproc_blocks,7,8,4,title,2.0,0.9387,1,1,7.0 - REFERÊNCIAS BIBLIOGRÁFICAS,32,True,False,False,False,False,False,False,74.0,205.0,240.0,217.0,166.0,12.0,1992.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,preproc_blocks,7,8,7,title,2.0,0.9247,1,1,8.0 - DADOS BIOGRÁFICOS,23,True,False,False,False,False,False,False,74.0,293.0,195.0,305.0,121.0,12.0,1452.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,para_blocks,0,1,5,title,1.0,0.9547,1,1,GRUPO DE ESTUDO DE GERAÇÃO HIDRÁULICA- GGH,42,True,False,False,False,False,False,False,180.0,205.0,419.0,219.0,239.0,14.0,3346.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,para_blocks,0,1,6,title,1.0,0.9351,1,1,ESTRATÉGIAS “PIT STOP” PARA REDUZIR CUSTOS DE REFORMAS DE USINAS HIDRELÉTRICAS,78,True,False,False,False,False,False,False,86.0,236.0,513.0,250.0,427.0,14.0,5978.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,para_blocks,0,1,11,title,2.0,0.9168,1,1,RESUMO,6,True,False,False,False,False,False,False,65.0,347.0,109.0,360.0,44.0,13.0,572.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,para_blocks,0,1,13,title,2.0,0.61,1,1,PALAVRAS-CHAVE,14,True,False,False,False,False,False,False,65.0,461.0,150.0,473.0,85.0,12.0,1020.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,para_blocks,0,1,15,title,2.0,0.8019,1,1,1.0 - INTRODUÇÃO,16,True,False,False,False,False,False,False,75.0,504.0,159.0,517.0,84.0,13.0,1092.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,para_blocks,1,2,5,title,2.0,0.9418,1,1,2.0 - CUSTO DE UMA REFORMA OU MODERNIZAÇÃO,42,True,False,False,False,False,False,False,74.0,383.0,308.0,396.0,234.0,13.0,3042.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,para_blocks,2,3,4,title,2.0,0.9424,1,1,3.0 - O CONCEITO DE “PIT STOP” APLICADO A REFORMAS,50,True,False,False,False,False,False,False,74.0,244.0,330.0,255.0,256.0,11.0,2816.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,para_blocks,4,5,2,title,2.0,0.8141,1,1,4.0 - ESTUDO DE CASO: CENTRAL RÍO PIEDRAS - COLÔMBIA,52,True,False,False,False,False,False,False,74.0,56.0,343.0,68.0,269.0,12.0,3228.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,para_blocks,6,7,5,title,2.0,0.9414,1,1,5.0 - OUTROS CASOS DE APLICAÇÃO DO “PIT STOP”,45,True,False,False,False,False,False,False,74.0,416.0,307.0,429.0,233.0,13.0,3029.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,para_blocks,7,8,2,title,2.0,0.8904,1,1,6.0 - CONCLUSÃO,15,True,False,False,False,False,False,False,74.0,56.0,155.0,68.0,81.0,12.0,972.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,para_blocks,7,8,4,title,2.0,0.9387,1,1,7.0 - REFERÊNCIAS BIBLIOGRÁFICAS,32,True,False,False,False,False,False,False,74.0,205.0,240.0,217.0,166.0,12.0,1992.0
ggh9,GGH9.pdf,D:\baseia_v3\artifacts\mineru\smoke\1eda56df0d39f2ca\GGH9\auto\GGH9_middle.json,para_blocks,7,8,7,title,2.0,0.9247,1,1,8.0 - DADOS BIOGRÁFICOS,23,True,False,False,False,False,False,False,74.0,293.0,195.0,305.0,121.0,12.0,1452.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,preproc_blocks,0,1,4,title,1.0,0.9408,1,1,GRUPO DE ESTUDO DE GERAÇÃO TÉRMICA - GGT,40,True,False,False,False,False,False,False,182.0,126.0,408.0,139.0,226.0,13.0,2938.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,preproc_blocks,0,1,5,title,1.0,0.8768,1,1,AVALIAÇÃO DA EFICIÊNCIA ENERGÉTICA DA ADIÇÃO DE HIDROGÊNIO À REDES DE GÁS NATURAL,81,True,False,False,False,False,False,False,73.0,156.0,515.0,170.0,442.0,14.0,6188.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,preproc_blocks,0,1,7,title,2.0,0.8903,1,1,RESUMO,6,True,False,False,False,False,False,False,65.0,230.0,109.0,242.0,44.0,12.0,528.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,preproc_blocks,0,1,11,title,2.0,0.9389,1,1,1.0 INTRODUÇÃO,14,True,False,False,False,False,False,False,66.0,375.0,147.0,388.0,81.0,13.0,1053.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,preproc_blocks,0,1,16,title,2.0,0.9472,1,1,2.0 REVISÃO BIBLIOGRÁFICA,25,True,False,False,False,False,False,False,65.0,676.0,199.0,688.0,134.0,12.0,1608.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,preproc_blocks,2,3,3,title,2.0,0.9218,1,1,3.0 ANÁLISE DE CONSUMO DE GÁS NATURAL NO BRASIL,47,True,False,False,False,False,False,False,65.0,126.0,320.0,138.0,255.0,12.0,3060.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,preproc_blocks,3,4,2,title,2.0,0.9061,1,1,4.0 MODELO PROPOSTO,19,True,False,False,False,False,False,False,65.0,96.0,180.0,107.0,115.0,11.0,1265.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,preproc_blocks,3,4,4,title,2.0,0.9404,1,1,4.1 Modelagem de mistura HENG,29,True,False,False,False,False,False,False,101.0,177.0,244.0,189.0,143.0,12.0,1716.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,preproc_blocks,4,5,3,title,2.0,0.9322,1,1,4.2 Produção de hidrogênio,26,True,False,False,False,False,False,False,101.0,116.0,219.0,127.0,118.0,11.0,1298.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,preproc_blocks,4,5,8,title,2.0,0.5782,1,1,4.3 As emissões de GEE decorrentes da mistura de hidrogênio ao gás natura,73,True,False,False,False,False,False,False,101.0,297.0,420.0,308.0,319.0,11.0,3509.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,preproc_blocks,4,5,15,title,2.0,0.8987,1,1,"4.4 Custo, demanda e emissões no Brasil.",40,True,False,False,False,False,False,False,101.0,611.0,277.0,622.0,176.0,11.0,1936.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,preproc_blocks,4,5,18,title,2.0,0.9266,1,1,5.0 RESULTADOS,14,True,False,False,False,False,False,False,65.0,731.0,148.0,743.0,83.0,12.0,996.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,preproc_blocks,7,8,5,title,2.0,0.9478,1,1,REFERÊNCIAS BIBLIOGRÁFICAS,26,True,False,False,False,False,False,False,65.0,236.0,211.0,248.0,146.0,12.0,1752.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,preproc_blocks,9,10,2,title,2.0,0.9343,1,1,DADOS BIOGRÁFICOS,17,True,False,False,False,False,False,False,66.0,85.0,166.0,96.0,100.0,11.0,1100.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,preproc_blocks,9,10,4,title,2.0,0.9352,1,1,(1) JOÃO HENRIQUE PAULINO DE AZEVEDO,36,True,False,False,False,False,False,False,149.0,106.0,343.0,117.0,194.0,11.0,2134.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,preproc_blocks,9,10,6,title,2.0,0.9395,1,1,(2) RODRIGO FLORA CALILI,24,True,False,False,False,False,False,False,66.0,217.0,188.0,228.0,122.0,11.0,1342.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,preproc_blocks,9,10,8,title,2.0,0.9365,1,1,(3) SERGIO LEAL BRAGA,21,True,False,False,False,False,False,False,65.0,311.0,177.0,321.0,112.0,10.0,1120.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,para_blocks,0,1,4,title,1.0,0.9408,1,1,GRUPO DE ESTUDO DE GERAÇÃO TÉRMICA - GGT,40,True,False,False,False,False,False,False,182.0,126.0,408.0,139.0,226.0,13.0,2938.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,para_blocks,0,1,5,title,1.0,0.8768,1,1,AVALIAÇÃO DA EFICIÊNCIA ENERGÉTICA DA ADIÇÃO DE HIDROGÊNIO À REDES DE GÁS NATURAL,81,True,False,False,False,False,False,False,73.0,156.0,515.0,170.0,442.0,14.0,6188.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,para_blocks,0,1,7,title,2.0,0.8903,1,1,RESUMO,6,True,False,False,False,False,False,False,65.0,230.0,109.0,242.0,44.0,12.0,528.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,para_blocks,0,1,11,title,2.0,0.9389,1,1,1.0 INTRODUÇÃO,14,True,False,False,False,False,False,False,66.0,375.0,147.0,388.0,81.0,13.0,1053.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,para_blocks,0,1,16,title,2.0,0.9472,1,1,2.0 REVISÃO BIBLIOGRÁFICA,25,True,False,False,False,False,False,False,65.0,676.0,199.0,688.0,134.0,12.0,1608.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,para_blocks,2,3,3,title,2.0,0.9218,1,1,3.0 ANÁLISE DE CONSUMO DE GÁS NATURAL NO BRASIL,47,True,False,False,False,False,False,False,65.0,126.0,320.0,138.0,255.0,12.0,3060.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,para_blocks,3,4,2,title,2.0,0.9061,1,1,4.0 MODELO PROPOSTO,19,True,False,False,False,False,False,False,65.0,96.0,180.0,107.0,115.0,11.0,1265.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,para_blocks,3,4,4,title,2.0,0.9404,1,1,4.1 Modelagem de mistura HENG,29,True,False,False,False,False,False,False,101.0,177.0,244.0,189.0,143.0,12.0,1716.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,para_blocks,4,5,3,title,2.0,0.9322,1,1,4.2 Produção de hidrogênio,26,True,False,False,False,False,False,False,101.0,116.0,219.0,127.0,118.0,11.0,1298.0
ggt_1247,GGT_1247.pdf,D:\baseia_v3\artifacts\mineru\smoke\ce786e93290d48c3\GGT_1247\auto\GGT_1247_middle.json,para_blocks,4,5,8,title,2.0,0.5782,1,1,4.3 As emissões de GEE decorrentes da mistura de hidrogênio ao gás natura,73,True,False,False,False,False,False,False,101.0,297.0,420.0,308.0,319.0,11.0,3509.0
